"_tags","createdAt","nameWithOwner","stargazerCount","description","repositoryTopicsList","primaryLanguage","languagesList","diskUsage","relatedTopicsList"
"[""app"",""unity"",""vuforia""]","2019-05-25T19:20:33Z","onurozler/VCAR",4,"turkishenglish voice controlled augmented reality car showroom app made with unityvuforia and witai","[""augmented-reality"",""car"",""showroom"",""unity"",""vuforia""]","C#","[""C#"",""ShaderLab""]",25301,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""monitoring"",""prometheus"",""metrics"",""elasticsearch"",""performance"",""game"",""unity3d"",""game-development"",""gamedev"",""hacktoberfest"",""hacktoberfest2020"",""gpu"",""cuda"",""ember""]"
"[""android"",""css"",""django"",""html"",""java"",""python"",""shaderlab"",""unity""]","2018-09-27T01:09:48Z","open-minds/Hacktober-2018",10,"repo for tom members dedicated for the hacktober fest of  th edition this repo is here to encourage open source learning and sharing and enhance gitgithub using abilities","[""hacktoberfest2018"",""hacktoberfest"",""unity3d"",""android"",""django"",""python"",""csharp"",""java"",""javaswing"",""augmented-reality"",""javafx"",""html"",""css"",""javascript"",""jquery"",""vscode"",""intellij"",""scenebuilder"",""windowbuilder"",""shaderlab""]","C#","[""C#"",""Java"",""Python"",""CSS"",""HTML"",""Prolog"",""C""]",3480,"[""hacktoberfest"",""hacktoberfest2020"",""gpu"",""cuda"",""ember"",""elixir"",""python"",""erlang"",""elm"",""game"",""unity"",""game-development"",""gamedev"",""react-native"",""ios"",""react"",""mobile"",""python"",""python3"",""django-rest-framework"",""flask"",""language"",""ruby"",""django"",""python3"",""django-rest-framework"",""flask"",""dotnet"",""language"",""dotnet-core"",""c-sharp"",""asp-net-core"",""android"",""gradle"",""kotlin"",""javafx"",""vue"",""vuejs"",""vuex"",""vuejs2"",""vue-router"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""java"",""swing"",""android"",""gradle"",""kotlin"",""css"",""javascript"",""html5"",""sass"",""html"",""javascript"",""html5"",""sass"",""nodejs"",""typescript"",""emacs"",""deno"",""bootstrap"",""javascript"",""html"",""css"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""lua"",""java"",""plugin"",""ide"",""bioinformatics"",""workflow"",""pipeline"",""genomics"",""rna-seq""]"
"[""api"",""arkit"",""ios""]","2018-05-24T14:56:45Z","opentok/ARFrameMetadata",6,"sample application using the frame meta data api on ios with arkit","[""arkit"",""opentok"",""augmented-reality"",""framemetadata"",""webrtc"",""real-time-communications"",""rtc""]","Swift","[""Swift"",""Ruby"",""C"",""Metal""]",1007,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""websocket"",""chat"",""webrtc"",""websockets"",""p2p"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""websocket"",""chat"",""websockets"",""p2p"",""websocket"",""chat"",""webrtc"",""websockets"",""p2p""]"
"[]","2019-04-16T19:07:37Z","oracle/ar-cx-accelerator",7,"oracle cx augmented reality accelerator","null","Swift","[""Swift"",""C"",""Metal"",""HTML"",""TypeScript""]",10428,"null"
"[]","2020-10-11T02:11:13Z","orbitars/ar",3," augmented reality in your browser","null","HTML","[""HTML""]",11265,"null"
"[]","2017-08-01T06:56:20Z","oreilly-japan/augmented-reality-game-development-ja",26,"null","null","C#","[""C#"",""CSS"",""HTML"",""Shell"",""JavaScript""]",162829,"null"
"[""unity"",""vuforia""]","2016-04-30T20:54:20Z","orekamenpe/ar-vuforia-unity-demo",3,"augmented reality demo made with vuforia and unity","null","C#","[""Java"",""JavaScript"",""Objective-C++"",""Objective-C"",""C"",""C#"",""GLSL""]",49136,"null"
"[""arkit"",""ios""]","2017-07-06T14:58:29Z","orenono/virtual-tape-measure",11,"ios experimental distance calculator in augmented reality arkit","null","C#","[""C#"",""ShaderLab"",""Objective-C++""]",81196,"null"
"[""app""]","2018-04-27T18:01:42Z","oussamabonnor1/SayehHackItProject",4,"an augmented reality app for our hackathon participation","null","C#","[""C#""]",5,"null"
"[""app"",""unity""]","2019-12-19T16:59:52Z","oussamabonnor1/musicVisualizerAR",19,"an augmented reality music visualization app for now its just a demo so it has  predefined songs","[""unity"",""augmented-reality"",""mobile"",""csharp""]","C++","[""C#"",""ShaderLab"",""C"",""C++"",""Objective-C""]",78484,"[""game"",""unity3d"",""game-development"",""gamedev"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""flutter"",""dart"",""android"",""ios"",""flutter-apps"",""dotnet"",""language"",""dotnet-core"",""c-sharp"",""asp-net-core""]"
"[""arkit"",""cardboard"",""google"",""rendering"",""scenekit"",""tracking"",""virtual"",""vr""]","2017-12-25T15:10:27Z","palle-k/GVRSCNRenderer",17,"scenekit rendering and arkit dof tracking for google cardboard","[""vr"",""arkit"",""inside-out-tracking"",""scenekit"",""cardboard"",""cardboard-vr"",""virtual-reality"",""augmented-reality""]","Swift","[""Ruby"",""Swift"",""Objective-C""]",21307,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""flutter"",""dart"",""android"",""ios"",""flutter-apps"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""hololens"",""holotoolkit"",""unity""]","2017-07-10T15:45:41Z","pampas93/RotateScale_Hololens",11,"providing a template scene where the user can rotate the object in all three axis and scale a hololens p project","[""hololens"",""holotoolkit"",""unity"",""mixed-reality""]","C#","[""C#"",""ShaderLab"",""HLSL""]",78453,"[""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""game"",""unity3d"",""game-development"",""gamedev"",""kafka"",""spark"",""java"",""scala"",""big-data""]"
"[""arjs"",""webvr"",""webxr""]","2020-06-09T07:02:22Z","pamruta/WebAR",3,"augmented reality experiments using webxr webvr arjs","null","HTML","[""HTML""]",68185,"null"
"[""app""]","2020-01-24T06:02:46Z","paramshah10/ar-tour-guide",4,"code for ar tour guide an augmented reality tour guide app for ucla","null","Swift","[""Swift""]",61897,"null"
"[""framework"",""game""]","2016-09-29T01:07:31Z","patxu/ClimbAR",10,"augmented reality climbing game framework","null","C#","[""Python"",""Java"",""Shell"",""C#"",""CMake"",""C++""]",520957,"null"
"[""app"",""ionic"",""wikitude""]","2017-12-15T11:08:40Z","pbreuss/wikitude-ionic-3-starter-app",23,"this starter app is the fastest way to get you started with your own augmented reality projects with wikitude and ionic ","null","TypeScript","[""TypeScript"",""HTML"",""CSS"",""JavaScript""]",2199,"null"
"[""arjs"",""google"",""google-poly"",""web""]","2019-07-20T05:19:35Z","pearsonkyle/Data-VisualizAR",297,"visualize data or d models obj in augmented reality through the web with google poly arjs flaskpy mobile compatible","null","C#","[""HTML"",""Python"",""CSS"",""JavaScript"",""ShaderLab"",""C#""]",215192,"null"
"[""api"",""google""]","2018-09-12T11:17:40Z","pedreviljoen/init-prep-AR",3,"technical preparations for a workshop about augmented reality and google vision api","null","null","null",153,"null"
"[""arkit"",""game"",""scenekit"",""swift""]","2018-01-10T21:41:10Z","pedrommcarrasco/ARbusters",83," augmented reality game in a pixelbillboard style","[""arkit"",""swift"",""scenekit"",""avplayer""]","Swift","[""Swift"",""Ruby""]",50528,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""php"",""symfony"",""php7"",""composer"",""symfony-bundle""]"
"[""api"",""azure"",""hololens"",""unity""]","2018-02-05T16:50:31Z","peted70/mr-realtime-translator",22,"realtime translation services in mixed reality core pieces to get audio from the mic in unity and stream over a websocket to the azure translator api and process the responses  as you speak","[""mixed-reality"",""hololens"",""translator"",""cognitive-services"",""unity""]","C#","[""C#"",""JavaScript""]",5428,"[""kafka"",""spark"",""java"",""scala"",""big-data"",""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""documentation"",""translation"",""i18n"",""localization"",""emoji"",""python"",""ocr"",""pytorch"",""speech-recognition"",""sketch"",""game"",""unity3d"",""game-development"",""gamedev""]"
"[""api"",""hololens"",""microsoft""]","2017-11-28T15:07:54Z","peted70/msal-hololens",13,"use microsoft auth library to login to microsoft graph api using aad v either personal msa or organization login credentials on hololens also includes device flow which is useful for hololens to avoid typing passwords using gaze and tap gestures","[""hololens"",""oauth2"",""microsoftgraph""]","C#","[""C#"",""ShaderLab"",""HLSL""]",18687,"[""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""java"",""spring-boot"",""spring"",""springboot"",""redis"",""python"",""python3"",""flask"",""asyncio"",""python-3""]"
"[""toolkit"",""xamarin""]","2017-05-03T01:21:03Z","peter-mourfield/Xamarin.Forms.ARToolkit",13,"augmented reality toolkit for xamarin forms","[""xamarin"",""xamarin-forms"",""augmented-reality"",""c-sharp""]","C#","[""C#""]",876,"[""mono"",""windows"",""powershell"",""csharp"",""c-sharp"",""windows"",""powershell"",""xamarin"",""csharp"",""c-sharp"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""windows"",""powershell"",""xamarin"",""csharp""]"
"[""camera"",""iot"",""medical"",""raspberry-pi""]","2018-03-20T16:50:41Z","phanisaikamal/Smart-Augmented-Glasses-Hackthon-4.0-",5,"smart glasses for police force a wearable augmented reality glasses with applications in security medical and industrial field applications such as remote monitoring surgical operations our solution is built with state of the art iot components integrated with artificial intelligence the glasses essentially automate the process of asking for an id when the wearer looks at someone the attached camera apparently takes precise measurements of the persons face that measurement is then compared to a database of individuals each with their own recorded measurements the tech is reportedly able to determine a match within seconds for riders the police want to make sure the person on the trainplane isnt traveling with someone elses id or hopping a trainplane to avoid police catching criminals in a real world crowd just with a glance  in the last years more and more wearable devices are being adapted for law enforcement nextgeneration wearables have the potential to enable police officers to improve situational awareness and decision making during missions law enforcement needs realtime information for better situational awareness in the field and at the command center officers need access to information to stream videos and to collaborate in real time","[""enforcement"",""security"",""biometrics"",""facial"",""recognition"",""smartglasses"",""augmented-reality"",""heads-up-display"",""raspberry-pi""]","Python","[""Python""]",3392,"[""dns"",""privacy"",""analytics"",""google"",""golang"",""go"",""golang-library"",""gin"",""golang-package"",""proxy"",""ssh"",""vpn"",""alfred"",""http"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""arduino"",""esp32"",""esp8266"",""bluetooth""]"
"[]","2016-05-16T22:33:14Z","phonegap/phonegap-app-augmented-reality",6,"null","null","CSS","[""JavaScript"",""CSS"",""HTML"",""Java""]",1793,"null"
"[""arkit"",""google"",""google-poly"",""ios"",""sdk"",""swift"",""wavefront""]","2018-05-01T20:56:27Z","piemonte/Poly",77," unofficial google poly sdk in swift search discover and download d models and scenes","[""poly"",""google"",""arkit"",""3d"",""3d-models"",""wavefront-obj"",""wavefront"",""iphone"",""swift"",""ios"",""google-poly"",""augmented-reality"",""3d-objects"",""mixed-reality"",""art""]","Swift","[""Ruby"",""Swift"",""Objective-C"",""Shell"",""Makefile""]",577,"[""api"",""sdk"",""facebook"",""wrapper"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""opengl"",""graphics"",""webgl"",""vulkan"",""elixir"",""hacktoberfest"",""python"",""erlang"",""elm"",""javascript"",""nodejs"",""node"",""typescript"",""regex"",""java"",""android"",""gradle"",""kotlin"",""javafx"",""swift"",""ios"",""macos"",""swiftui"",""objective-c"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""kafka"",""spark"",""java"",""scala"",""big-data"",""image"",""svg"",""image-processing"",""icons"",""font""]"
"[""arkit"",""ios"",""usdz"",""wavefront""]","2018-12-14T00:28:24Z","piemonte/obj2usdz",46," objusdzconvert obj files to usdz on ios","[""usdz"",""ios"",""arkit"",""obj"",""wavefront"",""3d"",""modelio"",""augmented-reality"",""usd"",""pixar""]","Swift","[""Swift"",""Objective-C""]",2292,"[""swift"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""nodejs"",""javascript"",""npm"",""node"",""npm-package"",""java"",""android"",""gradle"",""kotlin"",""javafx"",""opengl"",""graphics"",""webgl"",""vulkan"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""network"",""networking"",""tcp"",""server"",""router""]"
"[""ai"",""camera"",""deep-learning"",""ios"",""java"",""opencv"",""systems"",""tracking"",""virtual""]","2016-04-10T03:47:53Z","pirahansiah/opencv",11,"opencv   visual c   win x  computer vision image processing webcamvideomotionframeedgevector  image processing with opencv   c  find faces  modify videos and photos automatically  identify count  measure  realtime augmented reality technology an introduction to image processing tutorial realtime object tracking using opencv face features detection system fast object tracking in c using opencv how to install opencv and create sample project in visual studio camera calibration with opencv chessboard or asymmetrical circle pattern installing opencv  with visual studio  and configuring opencv project opencv stereo vision machine learninggetting started with neural networkpattern recognition and applicationcomputer vision realtime pattern recognition using cdeep neural networks for speech and image processingintroduction to segmentationdeep learningcomputer vision  machine learning pattern recognition camera calibration optical flow humanoid robot image processing ios developer augmented reality c java matlab   keywords digital image processing opencv c computer program tutorial augmented virtual reality augmented reality deep machine learning computer vision with c programming language json machine vision opencv stereo camera calibration optical flow  video analysis image processing ip opencv intelligent systems deep learning artificial intelligence ai  wwwtizirancom        ","null","null","null",6258,"null"
"[""apple"",""game"",""ios""]","2018-12-21T00:10:35Z","pjcspro/SwiftShot",4,"creating a game for augmented reality","[""augmented-reality"",""ios"",""apple"",""augmented-reality-apps"",""ar-game"",""ios-game""]","Swift","[""Swift"",""Metal"",""Shell""]",86582,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode"",""linux"",""macos"",""windows"",""osx"",""mac"",""library"",""benchmark"",""performance"",""c"",""backup""]"
"[""systems"",""systems-biology"",""systems-engineering"",""virtual""]","2017-05-17T20:21:09Z","planetareum/Planetareum",4,"step into the future","[""ar"",""augmented-reality"",""virtual-reality"",""virtualization"",""plants"",""permaculture"",""geolocation"",""geographical-information-system"",""blockchain"",""coding-challenge"",""design-systems"",""systems-engineering"",""systems-biology"",""decentralized"",""payment-gateway"",""biological-networks""]","null","null",7,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""c"",""compiler"",""programming-language"",""language"",""interpreter"",""java"",""minecraft"",""mod"",""tree"",""stack"",""gis"",""map"",""maps"",""geospatial"",""openstreetmap"",""gis"",""map"",""maps"",""geospatial"",""openstreetmap"",""bitcoin"",""cryptocurrency"",""cryptography"",""ethereum"",""solidity"",""dotfiles"",""shell"",""bash"",""zsh"",""vim"",""java"",""framework"",""library"",""dependency-injection"",""design-patterns"",""python"",""time-series"",""hacktoberfest"",""management"",""slides"",""websocket"",""chat"",""webrtc"",""websockets"",""p2p"",""ruby"",""rails"",""ecommerce"",""ruby-on-rails"",""gem""]"
