"tags","createdAt","nameWithOwner","stargazerCount","description","repositoryTopics_list","primaryLanguage","languages_list","diskUsage","relatedTopics_list"
"[""model"",""augmented"",""model"",""overlay"",""real"",""sketchup"",""arkit"",""architecture"",""3d"",""augmented-reality"",""iphone""]","2017-08-27T07:49:03Z","traceypooh/SketchAR",35,"SketchUp model into ARKit.   Use SketchUp home remodel and Apple's ARKit (beta) for augmented reality.  Goal: import a model (in this case, a remodel) to overlay onto existing real world that you can walk around and 'experience' and compare.","[""sketchup"",""arkit"",""architecture"",""3d"",""augmented-reality"",""iphone""]","Swift","[""Swift""]",29868,"[""machine-learning"",""deep-learning"",""reinforcement-learning"",""artificial-intelligence"",""ai"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""java"",""framework"",""library"",""dependency-injection"",""design-patterns"",""opengl"",""graphics"",""webgl"",""vulkan"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""macos"",""swiftui"",""objective-c""]"
"[""app"",""augmented-reality"",""spritekit"",""ios"",""app"",""swift"",""arkit""]","2017-09-24T03:23:50Z","traceypooh/miniARchive",6,"Augmented Reality app to recognize ""mini me"" statues inside Internet Archive HQ using ARKit","[""augmented-reality"",""spritekit"",""ios"",""app"",""swift"",""arkit""]","Swift","[""Swift""]",2105,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""macos"",""swiftui"",""objective-c"",""swift"",""objective-c"",""cocoapods"",""xcode"",""flutter"",""dart"",""android"",""ios"",""flutter-apps"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""n"",""u"",""l"",""l""]","2019-03-06T19:12:29Z","trannguyenle95/HumanRobotInteraction_with_AR",3,"Control UR5 Robot with Augmented Reality using Hololens","null","C#","[""CMake"",""Python"",""C#"",""HLSL"",""ShaderLab""]",230406,"null"
"[""app"",""drawing"",""augmented"",""augmented-reality"",""apple"",""swift""]","2017-07-19T22:49:48Z","trstruth/drawing",21,"An app for drawing and manipulating structures displayed with augmented reality.","[""augmented-reality"",""apple"",""swift""]","Swift","[""Swift""]",113017,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""linux"",""macos"",""windows"",""osx"",""mac"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode""]"
"[""fitting-algorithm"",""robust-fitting"",""ransac"",""3d-reconstruction"",""random-cluster-model"",""fundamental-matrix"",""homography-matrix"",""augmented-reality"",""multi-model-fitting""]","2017-07-09T02:30:50Z","trungtpham/RCMSA",9,"The Random Cluster Model for Robust Geometric Fitting","[""fitting-algorithm"",""robust-fitting"",""ransac"",""3d-reconstruction"",""random-cluster-model"",""fundamental-matrix"",""homography-matrix"",""augmented-reality"",""multi-model-fitting""]","C++","[""MATLAB"",""C++"",""C"",""CMake""]",132656,"[""authentication"",""jwt"",""oauth2"",""pwa"",""authorization"",""robotics"",""ros"",""computer-vision"",""simulation"",""robot"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""game"",""augmented-reality"",""augmented-reality-applications"",""game"",""game-development"",""game-dev"",""unity"",""unity3d"",""unity3d-games"",""multiplayer-game"",""arkit""]","2017-09-01T16:01:12Z","ttanatb/VRsus-guARdian",13,"A networked game between AR and VR","[""augmented-reality"",""augmented-reality-applications"",""game"",""game-development"",""game-dev"",""unity"",""unity3d"",""unity3d-games"",""multiplayer-game"",""arkit""]","C#","[""C#"",""ShaderLab"",""Objective-C++"",""HLSL""]",152042,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""python"",""telegram"",""bot"",""telegram-bot"",""rss"",""unity"",""unity3d"",""game-development"",""gamedev"",""game"",""unity"",""unity3d"",""gamedev"",""discord"",""bot"",""discord-bot"",""slack"",""chatbot"",""game"",""unity3d"",""game-development"",""gamedev"",""game"",""unity"",""game-development"",""gamedev"",""game"",""unity"",""unity3d"",""game-development"",""gamedev"",""game"",""unity"",""unity3d"",""game-development"",""gamedev"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""arkit"",""swift-4"",""adobe-air"",""actionscript"",""native-extension"",""ane"",""air-native-extensions"",""ios"",""augmented-reality""]","2017-12-05T21:26:52Z","tuarua/AR-ANE",35,"ARKit Adobe Air Native Extension for iOS11","[""arkit"",""swift-4"",""adobe-air"",""actionscript"",""native-extension"",""ane"",""air-native-extensions"",""ios"",""augmented-reality""]","ActionScript","[""Shell"",""ActionScript"",""Objective-C"",""Swift""]",15828,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""reverse-engineering"",""emulator"",""homebrew"",""malware"",""emulation"",""reverse-engineering"",""emulator"",""homebrew"",""malware"",""emulation"",""cpp"",""c-plus-plus"",""qt"",""c"",""cmake"",""graphql"",""github"",""git"",""apollo"",""github-api"",""swift"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""augmented"",""reality"",""applications"",""web"",""n"",""u"",""l"",""l""]","2016-02-16T17:39:22Z","tweedegolf/web-ar",7,"Creating augmented reality applications using solely web technologies and JSAruco or JSARToolkit","null","JavaScript","[""Ruby"",""HTML"",""JavaScript""]",1832,"null"
"[""arkit"",""ios"",""swift"",""ar"",""charts"",""augmented-reality"",""iphone""]","2018-01-18T13:45:28Z","txaiwieser/Viva",10,"Beautiful Augmented Reality Charts for iOS - Built with ARKit","[""arkit"",""ios"",""swift"",""ar"",""charts"",""augmented-reality"",""iphone""]","Swift","[""Swift"",""Objective-C""]",54914,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""visualization"",""graph"",""data-visualization"",""chart"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""macos"",""swiftui"",""objective-c""]"
"[""n"",""u"",""l"",""l""]","2018-11-02T04:02:48Z","tylerpharand/NAVX",4,"Augmented-Reality GPS Navigation System","null","Python","[""Python"",""C++""]",1575,"null"
"[""augmented-reality"",""arjs""]","2017-10-31T16:13:42Z","u4bi-dev/arjs-3dmodel-loader-test",4,"arjs-3dmodel-loader-test","[""augmented-reality"",""arjs""]","JavaScript","[""JavaScript"",""HTML""]",1205,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""linux"",""ansible"",""ubuntu"",""debian"",""vagrant""]"
"[""indoor-navigation"",""augmented-reality"",""hololens"",""microsoft"",""slam""]","2019-08-23T19:14:04Z","ucd-graphics-vr-lab/HoloNav",4,"AR based Indoor Navigation","[""indoor-navigation"",""augmented-reality"",""hololens"",""microsoft"",""slam""]","C#","[""C#"",""HLSL"",""ShaderLab""]",337436,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""windows"",""powershell"",""xamarin"",""csharp"",""c-sharp"",""calendar"",""library"",""keyboard"",""time"",""javascript""]"
"[""augmented-reality"",""ghost"",""n"",""u"",""l"",""l""]","2018-02-13T19:55:46Z","unleashalicia/final_transmissions",3,"An augmented-reality (AR) ghost story experience","null","JavaScript","[""HTML"",""CSS"",""JavaScript"",""PLpgSQL""]",258665,"null"
"[""app"",""information"",""graph"",""augmented"",""arkit"",""augmented-reality"",""travel"",""ios11"",""swift4"",""xcode9""]","2017-09-17T05:37:51Z","upandey3/TravelAR",7,"An Augmented Reality-based iOS app that gets flights information and visualizes it in a graph in augmented reality, with nodes representing destinations and edge thickness representing price.","[""arkit"",""augmented-reality"",""travel"",""ios11"",""swift4"",""xcode9""]","Swift","[""Swift""]",7370,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""cli"",""developer-tools"",""tool"",""tools"",""notifications"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""augmented"",""reality"",""video"",""n"",""u"",""l"",""l""]","2017-04-07T10:45:16Z","upm-space/geo-video-projection",3,"Work in progress for a Web App that will enable augmented reality elements on RPAS video broadcasts.","null","JavaScript","[""HTML"",""JavaScript"",""CSS"",""Shell""]",124057,"null"
"[""augmented"",""reality"",""app"",""map"",""unity"",""areal"",""saint-petersburg""]","2018-09-14T14:08:31Z","urbica/areal",14,"An iOS augmented reality app with a map of Saint Petersburg and it’s 3D landmark models","[""unity"",""areal"",""saint-petersburg""]","C#","[""C#"",""ShaderLab"",""Objective-C"",""Objective-C++""]",186145,"[""game"",""unity3d"",""game-development"",""gamedev""]"
"[""webar"",""google-pixel"",""aframe"",""three-js"",""gltf2"",""augmented-reality""]","2017-12-29T20:52:03Z","urish/web-ar-experiment",61,"Experimenting with WebAR","[""webar"",""google-pixel"",""aframe"",""three-js"",""gltf2"",""augmented-reality""]","HTML","[""HTML""]",7807,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""dotfiles"",""shell"",""bash"",""zsh"",""vim"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""n"",""u"",""l"",""l""]","2019-03-16T07:30:37Z","usamamuneeb/hololens-webvr-holographic-object-detection",4,"Detection of real-life objects and holographic labelling using Microsoft Hololens.","null","JavaScript","[""JavaScript"",""Python"",""HTML""]",16516,"null"
"[""reality"",""project"",""mobile"",""application"",""visualizer"",""vuforia"",""unity"",""augmented-reality"",""visualiser"",""3d-models"",""artirilmisgerceklik"",""visualizer""]","2020-09-16T09:14:28Z","uzunb/AR-Tank-Visualizer",3,"Augmented reality project with a tank object that can scale, translate and act. The mobile application was made in Unity with Vuforia, a Unity extension. Contain tank visualizer and moves by finger gestures.","[""vuforia"",""unity"",""augmented-reality"",""visualiser"",""3d-models"",""artirilmisgerceklik"",""visualizer""]","ASP.NET","[""C#"",""ASP.NET""]",191665,"[""hacktoberfest"",""hacktoberfest2020"",""gpu"",""cuda"",""ember"",""game"",""unity3d"",""game-development"",""gamedev"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""elixir"",""hacktoberfest"",""python"",""erlang"",""elm"",""music"",""audio"",""latex"",""spotify"",""midi""]"
"[""phone"",""blender"",""unity"",""ios"",""android"",""augmented-reality"",""arcore"",""arkit""]","2020-01-29T21:10:51Z","vanjac/ar-recorder",5,"Use your phone as a 6DOF controller for Blender","[""blender"",""unity"",""ios"",""android"",""augmented-reality"",""arcore"",""arkit""]","Python","[""ShaderLab"",""C#"",""Python""]",128,"[""vue"",""vuejs"",""vuex"",""vuejs2"",""vue-router"",""game"",""unity3d"",""game-development"",""gamedev"",""swift"",""objective-c"",""cocoapods"",""xcode"",""react-native"",""ios"",""react"",""mobile"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""kafka"",""spark"",""java"",""scala"",""big-data"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""experiment"",""arkit"",""scenekit"",""augmented-reality""]","2017-07-25T08:15:44Z","vasile/ARKit-CompassRose",15,"ARKit experiment showing the cardinal directions in AR","[""arkit"",""scenekit"",""augmented-reality""]","Swift","[""Swift""]",13,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""graph"",""augmented-reality"",""aframe"",""arjs"",""3d"",""graph-theory"",""graphviz"",""data-visualization"",""webgl""]","2019-11-20T04:01:31Z","vasturiano/3d-force-graph-ar",34,"3D force-directed graph component in AR","[""augmented-reality"",""aframe"",""arjs"",""3d"",""graph-theory"",""graphviz"",""data-visualization"",""webgl""]","HTML","[""JavaScript"",""HTML""]",3094,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""linux"",""ansible"",""ubuntu"",""debian"",""vagrant"",""opengl"",""graphics"",""webgl"",""vulkan"",""visualization"",""graph"",""data-visualization"",""chart"",""charts"",""visualization"",""graph"",""data-visualization"",""chart"",""charts"",""visualization"",""graph"",""chart"",""charts"",""opengl"",""graphics"",""3d"",""vulkan""]"
"[""data"",""visualization"",""augmented-reality"",""arjs"",""globe"",""data-visualization"",""aframe"",""3d"",""webgl""]","2019-12-22T07:47:25Z","vasturiano/globe-ar",18,"3D Globe data visualization component in AR","[""augmented-reality"",""arjs"",""globe"",""data-visualization"",""aframe"",""3d"",""webgl""]","HTML","[""JavaScript"",""HTML""]",3845,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""linux"",""ansible"",""ubuntu"",""debian"",""vagrant"",""ui"",""animation"",""ui-components"",""design"",""components"",""visualization"",""graph"",""chart"",""charts"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""opengl"",""graphics"",""webgl"",""vulkan"",""opengl"",""graphics"",""3d"",""vulkan""]"
"[""graphs"",""react"",""force-directed-graphs"",""3d"",""vr"",""canvas"",""webgl"",""d3-force"",""augmented-reality""]","2018-03-14T05:26:55Z","vasturiano/react-force-graph",711,"React component for 2D, 3D, VR and AR force directed graphs","[""react"",""force-directed-graphs"",""3d"",""vr"",""canvas"",""webgl"",""d3-force"",""augmented-reality""]","HTML","[""JavaScript"",""HTML""]",1096,"[""angular"",""react-native"",""vue"",""reactjs"",""hooks"",""react-hooks"",""typescript"",""visualization"",""graph"",""data-visualization"",""chart"",""charts"",""opengl"",""graphics"",""webgl"",""vulkan"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""javascript"",""nodejs"",""js"",""es6"",""javascript-library"",""opengl"",""graphics"",""3d"",""vulkan"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""native"",""model"",""rendering"",""react-native"",""reactjs"",""android"",""arcore"",""arcore-android"",""augmented-reality"",""android-application"",""javascript""]","2018-02-18T00:14:26Z","vbaicu/react-native-arcore",34,"React native bindings for Android ArCore as UI Component with support for model rendering and manipulation","[""react-native"",""reactjs"",""android"",""arcore"",""arcore-android"",""augmented-reality"",""android-application"",""javascript""]","Java","[""JavaScript"",""Python"",""Java"",""GLSL"",""C++"",""Objective-C""]",7412,"[""reactjs"",""android"",""ios"",""react"",""mobile"",""react"",""hooks"",""react-hooks"",""typescript"",""react-native"",""ios"",""react"",""mobile"",""kafka"",""spark"",""java"",""scala"",""big-data"",""discord"",""bot"",""discord-bot"",""slack"",""chatbot"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""android"",""android-library"",""kotlin"",""material-design"",""nodejs"",""typescript"",""emacs"",""deno""]"
"[""dataset"",""3d-vision"",""room-layout"",""computer-vision"",""deep-learning"",""projective-geometry"",""augmented-reality""]","2020-07-20T11:54:33Z","vevenom/ScanNet-Layout",18,"We introduce the ScanNet-Layout dataset for benchmarking general 3D room layout estimation from single view. ","[""3d-vision"",""room-layout"",""computer-vision"",""deep-learning"",""projective-geometry"",""augmented-reality""]","Python","[""Python""]",1375,"[""documentation"",""translation"",""i18n"",""localization"",""emoji"",""security"",""dns"",""privacy"",""analytics"",""google"",""deep-learning"",""gan"",""machine-learning"",""opencv"",""vision"",""tensorflow"",""keras"",""convolutional-neural-networks"",""tensorflow"",""keras"",""machine-learning"",""convolutional-neural-networks"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""app"",""n"",""u"",""l"",""l""]","2018-01-06T02:22:53Z","vhanagwal/ARRuler",23,"ARRuler is a simple iOS app which measures real-world distances using ARKit and Augmented Reality.","null","Swift","[""Swift""]",442,"null"
"[""project"",""blog"",""arkit"",""ios"",""augmented-reality""]","2018-12-28T16:29:34Z","vigetlabs/augmented-card",22,"Example project for ARKit Image Tracking blog post","[""arkit"",""ios"",""augmented-reality""]","Swift","[""Swift""]",3630,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""plugin"",""streaming"",""video"",""apps"",""threejs"",""webgl"",""video"",""plugin"",""vimeo"",""virtual-reality"",""augmented-reality""]","2018-11-03T17:41:11Z","vimeo/vimeo-threejs-player",67,"A plugin for streaming video from Vimeo to WebGL/VR/AR apps","[""threejs"",""webgl"",""video"",""plugin"",""vimeo"",""virtual-reality"",""augmented-reality""]","JavaScript","[""JavaScript"",""CSS"",""HTML""]",3267,"[""opengl"",""graphics"",""webgl"",""3d"",""vulkan"",""opengl"",""graphics"",""3d"",""vulkan"",""ffmpeg"",""audio"",""streaming"",""camera"",""lua"",""java"",""intellij"",""ide"",""youtube"",""downloader"",""python"",""anime"",""download"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
